age,job,education,balance,duration,campaign,approval
34.0,4,2,171,191.0,1,0
47.0,9,2,-1148,62.0,2,0
44.0,1,0,-11,13.0,1,0
35.0,0,1,0,1073.0,1,1
45.0,4,2,-206,337.0,2,0
42.0,1,0,704,88.0,10,0
38.0,9,1,1931,167.0,1,0
34.0,9,1,943,96.0,4,0
35.0,9,1,327,537.0,3,0
29.0,4,1,-105,5.0,3,0
58.0,5,1,983,139.0,1,0
44.0,1,0,787,570.0,2,0
45.0,2,2,0,100.0,3,0
43.0,1,1,3060,253.0,2,0
44.0,7,1,5780,525.0,2,0
30.0,9,1,790,696.0,3,0
38.0,10,2,1449,535.0,6,0
50.0,9,1,1412,131.0,3,0
21.0,8,1,681,6.0,1,0
38.0,2,2,228,105.0,1,0
42.0,0,1,0,370.0,1,0
45.0,9,2,2087,29.0,14,0
34.0,2,1,2,184.0,1,0
48.0,9,1,197,47.0,2,0
34.0,7,1,0,193.0,4,0
32.0,1,1,1905,709.0,2,1
35.0,9,2,118,358.0,2,0
39.0,2,2,2644,253.0,1,0
36.0,6,2,16430,197.0,3,0
35.0,9,1,13,94.0,2,0
57.0,7,1,14,445.0,2,0
28.0,9,1,769,153.0,1,0
43.0,0,3,3485,113.0,1,0
57.0,4,1,139,80.0,1,0
34.0,7,1,202,318.0,1,0
36.0,9,2,6,100.0,1,0
47.0,4,2,2515,40.0,3,0
36.0,4,2,5195,55.0,25,0
33.0,4,2,2098,67.0,1,0
57.0,4,2,320,76.0,2,0
57.0,4,2,3431,73.0,1,0
34.0,0,1,50,89.0,2,0
51.0,3,2,370,109.0,3,0
54.0,1,0,-182,98.0,1,0
52.0,6,2,1623,21.0,17,0
43.0,2,2,13342,465.0,1,0
58.0,5,0,6570,106.0,3,0
53.0,0,1,225,304.0,1,0
44.0,4,1,-665,342.0,3,0
29.0,4,2,0,16.0,25,0
27.0,7,1,54,543.0,2,1
35.0,1,0,46,338.0,3,0
40.0,6,1,2,197.0,5,0
34.0,1,1,103,956.0,2,0
38.0,0,1,883,95.0,1,0
32.0,7,1,55,546.0,9,0
41.0,0,1,8238,124.0,4,0
25.0,1,1,913,113.0,4,0
38.0,1,1,595,245.0,3,0
26.0,9,1,7,188.0,2,0
37.0,9,2,1661,199.0,5,0
30.0,4,2,102,470.0,7,1
36.0,7,1,338,90.0,1,0
33.0,4,1,3132,350.0,5,0
33.0,0,2,490,31.0,1,0
35.0,4,2,2682,156.0,1,0
24.0,7,2,0,299.0,1,0
29.0,10,1,596,510.0,2,0
54.0,1,1,2059,177.0,4,0
27.0,0,1,132,123.0,2,0
34.0,4,1,0,270.0,1,0
39.0,1,0,385,225.0,4,0
38.0,4,2,223,63.0,1,0
37.0,4,2,0,247.0,13,0
26.0,7,1,512,206.0,5,0
36.0,2,2,1169,168.0,2,0
35.0,12,2,71,836.0,12,0
30.0,4,2,940,131.0,2,0
25.0,9,1,-80,89.0,1,0
34.0,9,1,0,116.0,4,0
52.0,11,3,1317,58.0,1,0
39.0,0,1,179,36.0,1,0
34.0,4,1,1007,240.0,2,0
34.0,4,1,0,132.0,4,0
30.0,7,1,1286,544.0,1,0
33.0,7,1,804,266.0,1,0
30.0,8,1,4,443.0,2,0
51.0,1,0,0,324.0,1,0
36.0,7,1,417,15.0,10,0
48.0,1,0,1678,263.0,2,0
37.0,7,1,532,199.0,1,0
58.0,4,1,407,145.0,2,0
56.0,4,2,659,56.0,1,0
34.0,1,1,393,11.0,9,0
33.0,0,1,661,411.0,1,0
26.0,7,1,0,165.0,23,0
40.0,4,3,838,619.0,3,0
35.0,7,1,195,203.0,1,0
45.0,2,1,68,254.0,1,0
37.0,9,1,-242,1149.0,6,1
35.0,4,2,321,189.0,1,0
43.0,7,1,3403,707.0,2,1
28.0,1,1,8,196.0,1,0
32.0,1,1,739,171.0,1,0
26.0,10,1,622,1451.0,2,1
35.0,7,1,152,563.0,1,1
35.0,9,1,2,23956498.0,4,0
39.0,1,1,1439,73.0,6,0
42.0,1,1,1491,203.0,2,0
32.0,9,1,6402,158.0,1,0
30.0,10,1,1210,100.0,4,0
26.0,4,2,122,160.0,1,0
30.0,8,1,0,661.0,1,0
32.0,4,2,62,166.0,1,0
47.0,7,1,3333,114.0,2,0
33.0,9,2,16992,58.0,1,0
57.0,1,0,23,25.0,8,0
35.0,0,1,0,121.0,2,0
53.0,9,2,6072,226.0,4,0
24.0,5,1,366,234.0,2,0
54.0,4,2,0,88.0,1,0
31.0,4,2,1343,85.0,1,0
41.0,2,1,2105,134.0,1,0
44.0,11,1,2319,251.0,3,0
35.0,7,1,35,152.0,1,0
30.0,4,2,877,202.0,1,0
43.0,1,0,30,379.0,17,0
51.0,2,1,-2082,123.0,6,0
60.0,5,1,89,156.0,2,0
43.0,6,1,104,332.0,1,0
31.0,4,2,1750,90.0,3,0
56.0,4,0,772,291.0,1,0
42.0,9,1,1048,23.0,2,0
52.0,2,0,592,122.0,2,0
40.0,9,1,0,105.0,2,0
36.0,7,1,3064,1143.0,4,0
40.0,7,0,33,70.0,3,0
46.0,1,1,0,264.0,2,0
32.0,0,1,1649,204.0,2,0
31.0,3,2,287,182.0,1,0
41.0,9,1,0,386.0,2,0
58.0,3,0,419,295.0,3,0
36.0,7,1,257,86.0,2,0
52.0,9,1,118,16.0,20,0
42.0,4,2,251,413.0,2,0
32.0,4,2,1731,323.0,3,0
62.0,4,2,0,78.0,3,0
31.0,9,2,23,121.0,3,0
41.0,1,1,-386,477.0,1,1
34.0,6,2,5498,265.0,1,0
44.0,4,2,5063,418.0,2,1
42.0,1,0,7041,386.0,4,0
37.0,2,1,654,594.0,2,0
47.0,4,2,1890,161.0,1,0
32.0,10,1,2400,450.0,3,0
46.0,1,1,519,217.0,6,0
39.0,9,2,1190,136.0,1,0
28.0,7,1,229,322.0,1,0
26.0,8,1,203,104.0,1,0
52.0,9,1,1818,189.0,2,0
42.0,10,1,1289,250.0,4,1
33.0,9,2,39,123.0,5,0
73.0,5,0,796,427.0,1,1
35.0,0,1,57,632.0,2,0
40.0,4,2,1548,101.0,3,0
51.0,9,1,117,467.0,2,1
37.0,0,1,0,640.0,2,0
39.0,4,2,691,517.0,1,0
28.0,1,1,64,160.0,3,0
49.0,9,2,0,177.0,3,0
36.0,0,1,957,206.0,1,0
45.0,9,1,118,208.0,2,0
29.0,9,2,218,169.0,1,0
35.0,4,1,724,287.0,2,1
35.0,3,2,20,505.0,3,0
30.0,1,1,-28,284.0,2,0
46.0,1,0,665,89.0,4,0
25.0,8,2,5,138.0,1,0
36.0,4,2,925,321.0,3,1
42.0,1,0,2519,262.0,4,0
57.0,0,1,3927,61.0,1,0
42.0,4,2,401,217.0,9,0
29.0,4,2,581,192.0,2,0
36.0,9,2,1327,174.0,2,0
31.0,10,1,3242,292.0,2,0
59.0,9,0,3163,240.0,2,0
50.0,10,1,32,282.0,2,0
47.0,0,1,310,128.0,6,0
46.0,3,0,0,161.0,1,0
26.0,1,0,155,291.0,1,0
31.0,7,1,11386,356.0,1,0
30.0,7,2,1380,294.0,2,0
47.0,1,3,2443,422.0,1,0
23.0,9,2,1129,806.0,1,1
44.0,10,0,4232,227.0,1,0
42.0,6,1,5564,560.0,2,0
32.0,7,1,-402,135.0,1,0
28.0,0,1,1323,361.0,1,0
57.0,5,0,1623,246.0,1,0
38.0,9,2,1042,419.0,2,0
22.0,8,1,2488,449.0,2,1
54.0,0,1,865,71.0,1,0
32.0,9,2,-1053,357.0,3,0
32.0,4,2,1667,164.0,2,0
59.0,0,1,975,263.0,4,0
45.0,9,1,2571,146.0,2,0
53.0,11,0,732,759.0,2,1
50.0,0,1,769,72.0,2,0
34.0,9,1,-136,131.0,2,0
35.0,0,1,3636,808.0,2,1
30.0,12,2,931,1183.0,1,0
62.0,3,1,565,123.0,3,0
40.0,1,1,271,483.0,2,0
26.0,6,2,1153,238.0,3,0
34.0,4,2,-73,90.0,1,0
50.0,11,3,558,464.0,1,1
31.0,11,2,137,385.0,9,0
35.0,9,1,700,240.0,2,0
55.0,5,0,-966,104.0,1,0
34.0,0,1,96,109.0,2,0
58.0,5,0,4007,598.0,4,0
50.0,4,2,567,274.0,8,0
31.0,9,1,40,123.0,2,0
47.0,0,1,136,70.0,1,0
38.0,6,2,917,260.0,1,0
46.0,4,2,593,190.0,3,0
42.0,1,0,505,521.0,2,0
34.0,1,1,2542,228.0,1,0
37.0,4,2,5355,466.0,4,1
38.0,8,2,807,74.0,2,0
59.0,5,1,9976,57.0,2,0
32.0,0,1,0,119.0,3,0
55.0,4,2,540,124.0,2,0
35.0,1,1,280,65.0,50,0
56.0,4,2,-59,127.0,6,0
27.0,0,1,-517,172.0,3,0
42.0,10,1,2613,174.0,6,0
42.0,8,3,-7,41.0,6,0
41.0,1,0,0,232.0,3,0
53.0,5,1,-200,161.0,1,0
67.0,5,0,2301,124.0,1,0
53.0,3,0,104,701.0,1,1
33.0,1,0,191,162.0,2,0
31.0,9,3,694,431.0,2,0
31.0,0,1,212,191.0,3,0
30.0,4,2,1882,249.0,5,0
48.0,1,3,131,189.0,1,0
30.0,9,1,175,167.0,4,0
43.0,9,2,0,73.0,4,0
38.0,4,2,4425,162.0,1,0
46.0,10,1,3533,235.0,2,0
59.0,1,1,3573,44.0,1,0
44.0,4,2,476,127.0,2,0
35.0,1,1,1257,93.0,3,0
55.0,1,3,23,143.0,1,0
39.0,4,2,0,81.0,2,0
36.0,7,1,398,77.0,2,0
33.0,1,1,745,115.0,4,0
48.0,4,2,8106,125.0,1,0
33.0,4,2,0,53.0,4,0
67.0,5,3,696,77.0,2,0
48.0,10,1,1266,45.0,1,0
57.0,4,2,2416,74.0,2,0
31.0,3,0,25,169.0,5,0
30.0,8,2,7513,269.0,2,0
56.0,2,0,29,52.0,2,0
26.0,1,0,5116,246.0,3,0
44.0,4,1,-1746,218.0,1,0
44.0,9,1,14,167.0,1,1
31.0,4,2,4148,316.0,3,1
47.0,6,3,14,142.0,1,0
30.0,0,1,105,75.0,1,0
37.0,4,2,767,204.0,1,0
56.0,0,0,0,542.0,1,0
43.0,4,1,-228,122.0,2,0
42.0,7,1,508,70.0,1,0
60.0,4,1,725,266.0,1,0
34.0,1,3,41,34.0,9,0
34.0,4,2,184,203.0,4,0
41.0,4,2,251,85.0,3,0
38.0,4,1,-17,11.0,4,0
23.0,7,1,-19,13.0,10,0
33.0,4,2,1064,562.0,1,1
36.0,1,1,777,185.0,3,0
49.0,10,2,377,158.0,1,0
34.0,0,1,479,515.0,1,1
40.0,9,1,-375,60.0,5,0
72.0,5,0,796,173.0,2,0
43.0,9,1,17,353.0,4,0
44.0,1,1,1071,143.0,3,0
35.0,0,1,0,18.0,5,0
46.0,0,1,7378,466.0,1,0
55.0,0,1,865,85.0,1,0
50.0,9,1,-701,148.0,1,0
23.0,1,3,817,123.0,1,0
34.0,8,3,1387,121.0,1,0
40.0,1,1,0,245.0,3,0
61.0,5,1,2917,215.0,1,1
53.0,9,1,4541,190.0,6,0
57.0,9,1,0,44.0,1,0
28.0,1,1,4287,171.0,1,0
25.0,0,1,242,62.0,12,0
38.0,1,1,171,172.0,1,0
27.0,7,1,259,78.0,10,0
45.0,1,1,827,319.0,5,0
31.0,7,1,469,111.0,1,0
39.0,1,0,2226,158.0,1,0
42.0,9,1,0,82.0,12,0
46.0,4,2,477,128.0,6,0
36.0,7,1,42,102.0,4,0
30.0,4,2,775,124.0,2,0
32.0,1,1,9,334.0,2,0
52.0,9,2,2557,134.0,5,1
31.0,4,2,2395,218.0,1,0
60.0,4,0,4895,313.0,1,0
35.0,1,1,376,207.0,3,0
38.0,4,2,389,262.0,1,0
46.0,4,2,134,134.0,2,0
45.0,2,2,1273,197.0,3,0
59.0,7,1,0,214.0,3,0
34.0,4,2,2892,1165.0,7,0
33.0,9,1,0,177.0,2,0
46.0,4,1,295,141.0,6,0
48.0,0,1,292,164.0,6,0
31.0,7,1,85,151.0,1,0
32.0,9,1,4,145.0,2,0
35.0,1,0,-587,111.0,1,0
36.0,1,0,367,217.0,1,0
52.0,4,2,-1224,253.0,4,0
45.0,4,2,959,74.0,1,0
34.0,4,2,0,263.0,2,0
25.0,1,0,-589,233.0,1,0
26.0,4,2,-8,402.0,2,0
57.0,4,3,0,585.0,1,0
48.0,4,0,247,145.0,1,0
48.0,9,3,5543,143.0,5,0
32.0,1,0,642,524.0,1,0
58.0,5,1,11,270.0,1,0
57.0,4,0,-226,272.0,1,0
31.0,2,2,5191,187.0,2,0
33.0,1,1,-320,268.0,2,0
53.0,2,2,2289,183.0,1,0
36.0,0,1,725,123.0,3,0
32.0,9,2,705,20.0,4,0
45.0,1,1,776,232.0,4,0
35.0,10,2,816,547.0,7,0
41.0,7,1,171,71.0,9,0
54.0,7,1,812,113.0,6,0
49.0,7,1,823,780.0,4,1
28.0,9,1,1453,246.0,1,0
24.0,1,3,431,108.0,12,0
30.0,0,1,1009,253.0,1,0
32.0,6,0,286,175.0,1,0
53.0,2,2,22370,106.0,1,0
42.0,1,0,2111,86.0,2,0
48.0,1,0,5366,248.0,3,0
33.0,9,1,181,265.0,2,0
31.0,1,1,-452,182.0,5,0
56.0,10,0,1770,916.0,3,0
58.0,5,0,0,506.0,1,0
37.0,0,1,-296,81.0,1,0
59.0,4,0,2358,30.0,1,0
50.0,4,2,1200,904.0,3,1
39.0,3,0,109,699.0,3,0
30.0,9,1,616,19.0,1,0
47.0,7,1,4906,389.0,1,0
44.0,6,1,313,211.0,4,0
38.0,1,0,290,283.0,1,0
50.0,4,2,1240,474.0,2,0
27.0,0,2,3672,157.0,2,0
73.0,5,1,19,509.0,2,0
46.0,1,0,143,279.0,1,0
56.0,5,1,212,27.0,1,0
36.0,4,2,9,386.0,4,1
33.0,1,0,3074,679.0,1,0
40.0,12,2,1734,169.0,1,0
52.0,4,2,575,315.0,1,0
51.0,1,1,397,293.0,2,0
33.0,1,1,640,439.0,3,0
54.0,7,1,158,198.0,1,0
44.0,4,1,2984,770.0,2,0
50.0,2,1,1011,340.0,2,0
45.0,1,1,0,1472.0,1,1
36.0,4,2,1133,293.0,1,1
42.0,9,1,4945,311.0,2,1
37.0,9,1,712,291.0,2,0
28.0,7,1,-427,965.0,2,0
56.0,0,1,2146,594.0,1,0
59.0,0,1,92,139.0,2,0
32.0,10,1,10,501.0,4,0
57.0,5,0,1238,274.0,1,0
49.0,0,1,981,10.0,3,0
56.0,2,3,575,18.0,2,0
48.0,0,3,-70,243.0,1,0
27.0,8,2,3733,198.0,1,1
31.0,4,2,574,410.0,2,0
28.0,1,1,43,190.0,1,0
36.0,4,2,428,121.0,1,0
58.0,3,0,0,148.0,1,0
46.0,0,1,0,239.0,2,0
32.0,4,2,474,90.0,3,0
39.0,7,1,-540,29.0,1,0
35.0,6,2,560,58.0,1,0
31.0,4,2,325,1139.0,2,1
29.0,4,2,437,504.0,1,1
48.0,1,0,574,348.0,1,0
60.0,5,0,0,130.0,3,0
74.0,5,1,935,100.0,1,0
30.0,7,1,699,544.0,1,0
52.0,0,0,0,182.0,11,0
24.0,1,1,-220,90.0,1,0
29.0,7,1,11417,272.0,2,0
33.0,3,0,212,260.0,2,0
34.0,1,1,67,672.0,3,0
45.0,0,1,0,264.0,1,1
31.0,1,1,0,275.0,2,0
45.0,9,1,1673,76.0,1,0
27.0,7,1,-1202,749.0,2,0
30.0,4,2,4213,142.0,4,0
45.0,1,0,0,454.0,2,0
57.0,1,1,1521,102.0,2,0
34.0,4,2,1310,521.0,3,0
40.0,0,1,0,57.0,1,0
39.0,4,2,399,504.0,1,0
46.0,9,2,405,138.0,3,0
55.0,4,2,9756,103.0,2,1
25.0,4,2,2506,485.0,1,1
34.0,4,2,697,166.0,1,0
37.0,1,0,403,318.0,2,0
64.0,5,2,890,531.0,3,0
45.0,9,1,809,155.0,2,0
57.0,3,1,158,73.0,1,0
21.0,8,3,137,198.0,3,0
58.0,3,1,2705,137.0,1,0
41.0,1,1,75,479.0,9,1
41.0,4,3,2457,285.0,1,0
58.0,4,2,541,98.0,1,0
33.0,4,2,287,199.0,2,0
32.0,4,2,273,97.0,3,0
44.0,7,1,0,389.0,5,0
47.0,11,3,677,384.0,1,0
41.0,6,0,340,37.0,3,0
54.0,9,2,98,420.0,4,0
47.0,9,2,477,973.0,1,0
32.0,4,2,2629,77.0,4,0
59.0,3,2,0,376.0,2,0
29.0,9,2,2325,125.0,1,1
48.0,7,1,-20,142.0,2,0
32.0,9,1,230,442.0,1,1
46.0,4,1,-852,728.0,2,0
31.0,1,0,-280,281.0,3,0
53.0,1,1,25,528.0,2,1
34.0,9,2,9851,128.0,5,0
48.0,7,3,5095,71.0,1,0
32.0,9,1,687,161.0,4,0
31.0,4,1,1368,129.0,4,0
27.0,1,0,-179,54.0,2,0
60.0,0,1,-396,443.0,1,0
34.0,1,2,1011,136.0,1,0
52.0,6,1,9,44.0,1,0
48.0,1,1,1159,1181.0,9,0
45.0,9,0,-322,225.0,2,0
54.0,9,1,1114,81.0,1,0
52.0,7,1,2072,224.0,1,0
47.0,2,2,459,189.0,4,0
54.0,11,1,1157,98.0,2,0
34.0,1,1,8309,50.0,1,0
39.0,9,2,1043,195.0,10,0
46.0,9,1,2098,110.0,2,0
26.0,10,1,461,214.0,1,0
37.0,9,1,61,182.0,8,0
47.0,1,1,1203,239.0,2,0
35.0,9,1,1067,179.0,6,0
57.0,10,0,0,540.0,1,0
34.0,4,2,1657,566.0,2,0
47.0,9,1,1219,697.0,4,1
27.0,9,1,7,98.0,2,0
40.0,1,1,-839,1018.0,2,1
39.0,9,1,994,221.0,1,0
36.0,2,2,6,246.0,1,0
42.0,9,1,0,656.0,2,0
23.0,1,0,8627,281.0,1,0
34.0,4,2,133,65.0,1,0
34.0,1,1,247,193.0,5,0
49.0,7,1,1114,283.0,1,0
57.0,1,0,1592,78.0,4,0
59.0,5,3,0,425.0,6,0
57.0,0,2,46,238.0,2,0
34.0,1,1,1221,182.0,1,0
61.0,4,1,985,998.0,6,1
35.0,1,1,0,477.0,1,0
42.0,4,2,520,158.0,1,0
57.0,7,2,10,320.0,3,0
42.0,1,1,2157,149.0,1,0
53.0,5,1,6095,410.0,5,0
63.0,5,2,133,104.0,2,0
47.0,6,1,1121,454.0,6,0
54.0,7,1,88,190.0,1,0
45.0,0,1,0,145.0,10,0
28.0,4,2,-328,318.0,2,0
58.0,10,1,610,246.0,2,0
48.0,4,2,414,761.0,2,0
35.0,4,2,0,171.0,1,1
37.0,6,2,0,143.0,1,0
37.0,1,1,685,968.0,1,0
37.0,4,0,22856,154.0,1,0
25.0,7,1,-352,246.0,1,0
58.0,1,1,602,201.0,1,0
52.0,4,1,-588,81.0,4,0
19.0,8,1,302,205.0,1,1
59.0,1,1,5314,200.0,3,0
41.0,9,1,64,210.0,2,0
34.0,9,2,632,215.0,10,0
35.0,9,1,5731,164.0,2,0
41.0,9,1,902,35.0,6,0
28.0,1,1,6307,615.0,1,0
53.0,4,1,112,246.0,3,0
35.0,7,1,0,42.0,1,0
33.0,0,2,621,217.0,1,0
37.0,9,1,435,210.0,1,0
32.0,9,1,782,116.0,4,0
32.0,1,1,478,200.0,1,0
54.0,7,3,7864,145.0,4,0
44.0,1,1,1910,41.0,1,0
36.0,9,2,1174,192.0,2,0
56.0,0,1,1270,80.0,2,0
30.0,4,2,18,121.0,11,0
36.0,1,1,141,106.0,3,0
43.0,4,2,2886,230.0,1,0
40.0,9,1,2715,125.0,2,0
32.0,9,2,1100,67.0,1,0
34.0,1,1,516,26.0,1,0
37.0,7,1,1,395.0,2,0
28.0,0,1,775,603.0,2,0
35.0,11,0,634,185.0,2,0
53.0,1,1,5715,287.0,2,0
60.0,0,3,1088,149.0,1,0
40.0,2,1,1532,173.0,7,0
57.0,5,0,75,118.0,2,0
29.0,9,1,103,314.0,1,0
44.0,1,0,134,378.0,1,0
41.0,0,1,748,94.0,7,0
47.0,9,1,1990,108.0,4,0
43.0,9,2,192,203.0,2,0
37.0,9,1,267,121.0,1,0
34.0,9,2,586,489.0,2,0
30.0,1,1,648,287.0,1,0
57.0,2,1,25,652.0,1,0
26.0,0,1,96,612.0,2,0
34.0,4,2,1116,53.0,5,0
46.0,9,1,-90,270.0,1,1
38.0,2,2,170,442.0,1,1
37.0,9,1,3665,664.0,3,1
28.0,4,2,2380,394.0,2,0
57.0,1,0,179,230.0,3,0
39.0,4,2,763,877.0,7,1
49.0,7,1,320,1971.0,4,1
38.0,9,1,1960,161.0,2,0
27.0,1,1,818,188.0,5,0
30.0,0,1,2678,23.0,5,0
38.0,0,2,1980,176.0,2,0
36.0,4,2,1582,26.0,2,0
38.0,5,3,62,212.0,1,0
59.0,3,0,235,119.0,2,0
37.0,4,2,489,205.0,5,0
29.0,6,2,3931,73.0,4,0
43.0,1,1,699,1258.0,2,1
33.0,9,1,58,57.0,2,0
54.0,3,1,1327,115.0,2,0
55.0,7,1,557,58.0,1,0
32.0,9,2,741,238.0,1,0
48.0,4,0,3230,207.0,3,0
33.0,4,2,1439,178.0,2,0
46.0,0,1,120,20.0,11,0
44.0,4,2,1058,188.0,3,1
47.0,1,0,881,143.0,1,0
38.0,9,1,6728,232.0,1,1
80.0,5,1,462,127.0,2,0
40.0,6,1,167,380.0,4,0
43.0,2,2,1574,167.0,3,0
32.0,9,2,1625,796.0,1,1
39.0,4,2,562,303.0,2,0
33.0,9,1,9305,407.0,2,0
31.0,9,1,35,229.0,1,0
36.0,4,2,0,108.0,2,0
35.0,4,2,2486,265.0,1,0
25.0,7,1,368,168.0,1,0
33.0,4,1,1558,97.0,1,0
23.0,1,0,8627,169.0,1,0
31.0,4,2,2590,103.0,2,0
36.0,4,2,0,599.0,3,0
44.0,9,2,900,322.0,2,0
31.0,4,2,385,304.0,1,0
55.0,1,0,1649,52.0,3,0
51.0,3,1,9228,655.0,4,1
36.0,0,1,0,101.0,2,0
27.0,10,2,1,65.0,2,0
40.0,7,1,771,173.0,4,0
49.0,7,1,280,162.0,3,0
59.0,5,0,46,78.0,2,0
32.0,4,2,2431,646.0,5,1
42.0,5,2,308,114.0,2,0
35.0,4,2,160,141.0,6,0
29.0,1,1,555,133.0,4,0
29.0,9,1,778,1994.0,2,0
37.0,1,1,48,140.0,2,0
49.0,0,0,169,82.0,3,0
51.0,7,1,12,150.0,1,0
61.0,3,0,848,605.0,1,0
43.0,4,1,481,164.0,1,0
42.0,7,2,12223,36.0,1,0
24.0,1,1,-254,290.0,2,0
46.0,6,2,1148,104.0,2,0
23.0,0,1,5,413.0,1,0
26.0,7,1,50,153.0,1,0
43.0,1,0,92,237.0,2,0
35.0,9,2,470,743.0,13,1
38.0,9,1,0,82.0,4,0
56.0,10,0,109,924.0,4,0
31.0,7,1,440,117.0,3,0
32.0,4,2,0,550.0,4,1
28.0,7,1,2685,5.0,1,0
26.0,0,1,-3,181.0,5,0
49.0,4,2,7007,325.0,2,0
33.0,0,1,220,345.0,1,0
80.0,5,0,1548,331.0,2,0
40.0,1,1,326,112.0,1,0
42.0,9,1,0,115.0,6,0
46.0,1,1,123,381.0,3,0
32.0,4,2,697,119.0,1,0
37.0,7,2,223,25.0,1,0
32.0,8,1,1694,929.0,1,0
53.0,4,2,4446,429.0,1,0
39.0,4,2,894,491.0,1,0
31.0,9,1,202,146.0,1,0
34.0,4,2,0,191.0,2,0
44.0,9,2,1707,406.0,3,0
35.0,9,1,13658,220.0,2,0
39.0,0,1,406,253.0,5,0
55.0,7,1,96,340.0,2,0
34.0,3,1,0,154.0,1,1
39.0,9,2,-276,121.0,4,0
58.0,5,1,413,104.0,5,0
37.0,1,0,655,127.0,2,0
56.0,5,0,694,144.0,1,1
32.0,0,1,10218,149.0,2,0
41.0,9,2,1646,261.0,1,1
29.0,0,2,14,87.0,1,0
44.0,4,2,7635,719.0,5,0
24.0,1,1,9,292.0,7,0
43.0,4,1,1029,145.0,1,0
26.0,0,2,2855,52.0,3,0
39.0,0,1,260,146.0,1,0
49.0,1,1,2039,451.0,1,1
52.0,1,0,-97,167.0,4,0
33.0,1,2,1465,98.0,4,0
30.0,1,1,125,238.0,2,0
32.0,9,2,930,85.0,7,0
27.0,4,2,0,323.0,4,0
58.0,1,0,73,116.0,1,0
46.0,5,0,-35,304.0,3,0
28.0,4,2,1351,267.0,1,0
39.0,7,0,1601,201.0,2,0
41.0,7,3,88,105.0,1,0
38.0,7,1,435,193.0,2,0
50.0,10,1,717,113.0,1,0
56.0,7,1,705,151.0,2,0
34.0,9,1,1553,200.0,2,0
33.0,1,1,-131,145.0,1,0
61.0,9,1,1191,214.0,4,1
36.0,0,1,47,36.0,6,0
34.0,9,2,544,58.0,2,0
36.0,1,1,688,174.0,2,0
45.0,4,2,242,587.0,1,1
27.0,8,2,118,112.0,1,0
45.0,0,1,-388,175.0,2,0
40.0,6,2,1603,279.0,1,0
36.0,4,1,1511,270.0,1,1
46.0,1,0,147,116.0,2,0
37.0,2,2,836,129.0,2,0
36.0,9,1,55,38.0,2,0
37.0,0,1,1123,138.0,1,0
22.0,8,2,691,338.0,1,1
51.0,7,1,0,565.0,3,0
49.0,9,1,12531,77.0,8,0
35.0,4,2,552,314.0,2,0
50.0,3,0,0,179.0,2,0
31.0,7,2,309,294.0,1,0
47.0,7,1,33,298.0,1,0
59.0,1,1,681,427.0,2,0
32.0,1,1,1787,87.0,4,0
71.0,5,2,14220,397.0,1,1
31.0,4,2,12569,344.0,1,1
41.0,1,0,4,74.0,5,0
35.0,1,0,3587,148.0,4,0
36.0,4,2,254,161.0,3,0
46.0,1,0,1712,110.0,1,0
46.0,1,1,4855,1529.0,1,0
47.0,9,2,2408,236.0,1,0
35.0,4,2,252,89.0,2,0
37.0,1,1,346,390.0,1,0
56.0,0,1,45,1467.0,1,1
46.0,0,1,556,646.0,3,1
44.0,4,2,-710,183.0,1,0
48.0,9,2,-551,168.0,2,0
28.0,1,1,56,66.0,1,0
38.0,2,2,1514,160.0,3,0
34.0,4,2,178,14.0,2,0
56.0,9,1,359,220.0,4,0
55.0,5,1,1580,1007.0,1,1
44.0,1,1,221,149.0,13,0
38.0,9,2,1161,665.0,1,0
53.0,5,1,1278,174.0,3,0
41.0,0,2,982,105.0,1,0
34.0,9,1,16,990.0,1,1
34.0,4,2,1,582.0,1,0
35.0,7,1,128,136.0,1,0
338.0,2,1,2543,223.0,1,1
42.0,2,2,42045,205.0,2,0
56.0,1,0,828,214.0,1,0
37.0,4,2,0,217.0,6,0
47.0,3,1,3940,171.0,2,0
29.0,1,1,125,50.0,1,0
41.0,4,2,140,65.0,3,0
43.0,9,1,593,55.0,1,0
38.0,6,1,746,256.0,3,0
31.0,9,1,589,151.0,1,0
32.0,4,2,2343,226.0,1,0
40.0,4,2,294,97.0,5,0
45.0,0,1,644,92.0,1,0
43.0,4,1,-26,343.0,1,0
27.0,7,1,3354,493.0,5,0
33.0,4,2,23,216.0,3,0
37.0,0,1,7,224.0,7,0
60.0,0,1,3735,190.0,1,1
51.0,6,3,2094,458.0,6,1
44.0,1,1,508,222.0,1,0
48.0,4,3,0,612.0,1,0
57.0,1,0,93,137.0,1,0
29.0,9,2,0,104.0,2,0
50.0,7,1,26394,206.0,4,0
36.0,7,1,-11,172.0,28,0
49.0,9,2,523,152.0,2,1
49.0,9,1,-74,114.0,1,0
35.0,4,2,0,89.0,1,0
39.0,9,1,122,158.0,1,0
34.0,1,0,351,326.0,11,0
57.0,6,1,35,215.0,3,0
37.0,9,1,2610,53.0,1,0
25.0,7,1,64,71.0,11,0
43.0,1,0,60,487.0,2,0
37.0,1,1,342,340.0,2,0
36.0,1,2,1830,183.0,1,0
49.0,4,2,1904,131.0,2,0
38.0,4,2,16957,208.0,1,0
39.0,4,2,26,311.0,5,0
40.0,4,2,0,147.0,1,1
34.0,0,1,79,83.0,1,0
